Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
ptg000036l:4084538-4084955	Cluster_18989	N	69	25	17	36	14
ptg000036l:4089357-4089778	Cluster_18990	N	56	48	110	29	26
ptg000036l:4089788-4090201	Cluster_18991	N	28	74	96	7	6
ptg000036l:4093694-4094320	Cluster_18992	N	89	271	520	295	119
ptg000036l:4103403-4104902	Cluster_18993	N	1161	1502	1753	2686	2132
ptg000036l:4104994-4105823	Cluster_18994	N	869	518	56	10	209
ptg000036l:4108757-4109352	Cluster_18995	N	198	373	987	828	940
ptg000036l:4109800-4110211	Cluster_18996	N	1	5	88	0	0
ptg000036l:4111022-4111469	Cluster_18997	N	145	309	63	1	3
ptg000036l:4112234-4113460	Cluster_18998	N	2130	436	150	25	490
ptg000036l:4121179-4121593	Cluster_18999	N	28	10	87	5	16
ptg000036l:4122382-4123681	Cluster_19000	N	71	1598	270	167	48
ptg000036l:4123699-4124987	Cluster_19001	N	71	860	185	123	69
ptg000036l:4125294-4125780	Cluster_19002	N	55	172	77	56	31
ptg000036l:4125803-4126277	Cluster_19003	N	43	199	33	117	37
ptg000036l:4126414-4126984	Cluster_19004	N	40	667	83	122	71
ptg000036l:4127376-4127785	Cluster_19005	N	7	163	15	15	3
ptg000036l:4131157-4131585	Cluster_19006	N	30	24	13	89	3
ptg000036l:4131757-4132184	Cluster_19007	N	131	76	110	23	5
ptg000036l:4140041-4140470	Cluster_19008	N	8	1	166	1	0
ptg000036l:4144687-4145115	Cluster_19009	N	29	46	156	27	89
ptg000036l:4148163-4148592	Cluster_19010	N	66	377	42	17	5
ptg000036l:4150001-4150429	Cluster_19011	N	7	31	5	190	2
ptg000036l:4153548-4153976	Cluster_19012	N	2	19	33	0	125
ptg000036l:4160035-4160450	Cluster_19013	N	124	1	27	0	0
ptg000036l:4165227-4166210	Cluster_19014	N	150	1398	2671	551	177
ptg000036l:4166220-4166647	Cluster_19015	N	3	70	22	8	16
ptg000036l:4167267-4167876	Cluster_19016	N	42	78	10	43	748
ptg000036l:4168513-4168952	Cluster_19017	N	595	6	56	30	384
ptg000036l:4176311-4176919	Cluster_19018	N	19	149	281	17	11
ptg000036l:4177182-4177612	Cluster_19019	N	101	242	298	29	21
ptg000036l:4187564-4188115	Cluster_19020	N	101	334	7	126	201
ptg000036l:4188191-4188699	Cluster_19021	N	353	60	58	95	111
ptg000036l:4193615-4194508	Cluster_19022	N	110	114	255	544	93
ptg000036l:4194717-4195221	Cluster_19023	N	125	65	131	5	63
ptg000036l:4196939-4197369	Cluster_19024	N	0	0	0	682	6
ptg000036l:4197534-4200127	Cluster_19025	N	135	1298	2675	257	1010
ptg000036l:4200160-4201174	Cluster_19026	N	36	598	554	24	388
ptg000036l:4227982-4228415	Cluster_19027	N	339	7	239	7	51
ptg000036l:4233450-4233878	Cluster_19028	N	1	4	42	10	120
ptg000036l:4237103-4237946	Cluster_19029	N	3417	106	2267	37	59
ptg000036l:4238116-4239939	Cluster_19030	N	1487	408	2352	1010	884
ptg000036l:4240052-4240527	Cluster_19031	N	380	208	523	316	288
ptg000036l:4240622-4241321	Cluster_19032	N	149	166	259	245	141
ptg000036l:4241482-4243005	Cluster_19033	N	806	467	1484	735	595
ptg000036l:4248368-4248795	Cluster_19034	N	99	17	67	88	14
ptg000036l:4251584-4251984	Cluster_19035	N	90	16	53	54	18
ptg000036l:4252299-4252731	Cluster_19036	N	113	35	72	86	32
ptg000036l:4252764-4253170	Cluster_19037	N	60	13	43	42	6
ptg000036l:4253294-4253714	Cluster_19038	N	51	21	60	77	17
ptg000036l:4254153-4254582	Cluster_19039	N	31	19	82	22	36
ptg000036l:4266480-4266899	Cluster_19040	N	45	27	37	19	18
ptg000036l:4268588-4269419	Cluster_19041	N	39	208	137	70	34
ptg000036l:4271709-4272115	Cluster_19042	N	18	85	19	12	12
ptg000036l:4282338-4283098	Cluster_19043	N	50	187	87	231	81
ptg000036l:4287993-4288419	Cluster_19044	N	44	110	21	14	23
ptg000036l:4295278-4295706	Cluster_19045	N	58	37	76	20	124
ptg000036l:4309166-4309588	Cluster_19046	N	16	31	92	9	2
ptg000036l:4312863-4313355	Cluster_19047	N	41	7	164	5	287
ptg000036l:4318726-4319302	Cluster_19048	N	5	163	356	3	54
ptg000036l:4319858-4320368	Cluster_19049	N	38	439	359	2	305
ptg000036l:4321018-4321444	Cluster_19050	N	69	138	28	0	83
ptg000036l:4329959-4330899	Cluster_19051	N	363	200	91	182	58
ptg000036l:4334645-4335497	Cluster_19052	N	467	42	51	87	20
ptg000036l:4336912-4337340	Cluster_19053	N	19	44	26	94	112
ptg000036l:4337839-4338268	Cluster_19054	N	1	136	75	140	1
ptg000036l:4340388-4340790	Cluster_19055	N	0	78	32	1	9
ptg000036l:4341026-4341450	Cluster_19056	N	3	58	52	5	26
ptg000036l:4371212-4371642	Cluster_19057	N	7	1	272	0	3
ptg000036l:4378003-4378577	Cluster_19058	N	57	126	574	63	323
ptg000036l:4386779-4387644	Cluster_19059	N	1068	3	320	1743	3036
ptg000036l:4388416-4388827	Cluster_19060	N	43	5	16	21	85
ptg000036l:4397878-4398305	Cluster_19061	N	0	166	3	21	8
ptg000036l:4398345-4398850	Cluster_19062	N	0	0	84	60	81
ptg000036l:4401657-4402078	Cluster_19063	N	49	40	106	10	21
ptg000036l:4404439-4404866	Cluster_19064	N	48	68	132	19	25
ptg000036l:4409181-4409632	Cluster_19065	N	1	5	395	1	4
ptg000036l:4414438-4414865	Cluster_19066	N	16	145	14	1	47
ptg000036l:4415053-4415480	Cluster_19067	N	62	21	30	115	2
ptg000036l:4429444-4430759	Cluster_19068	N	2283	34	289	662	943
ptg000036l:4440155-4440662	Cluster_19069	N	44	2	130	66	196
ptg000036l:4440924-4441352	Cluster_19070	N	6	1	20	187	65
ptg000036l:4442407-4444019	Cluster_19071	N	855	39	6796	3944	5424
ptg000036l:4444091-4445211	Cluster_19072	N	485	32	627	1710	616
ptg000036l:4446857-4447266	Cluster_19073	N	38	32	102	33	27
ptg000036l:4450408-4450837	Cluster_19074	N	33	68	121	35	24
ptg000036l:4451857-4452287	Cluster_19075	N	68	45	78	28	45
ptg000036l:4453129-4453959	Cluster_19076	N	154	227	268	463	169
ptg000036l:4454109-4454544	Cluster_19077	N	261	5	101	306	5
ptg000036l:4454844-4455467	Cluster_19078	N	70	382	360	485	121
ptg000036l:4460208-4460638	Cluster_19079	N	518	204	143	515	134
ptg000036l:4460700-4461572	Cluster_19080	N	112	0	474	82	479
ptg000036l:4461940-4462432	Cluster_19081	N	2	83	28	0	279
ptg000036l:4463832-4464362	Cluster_19082	N	91	66	146	25	68
ptg000036l:4466852-4467902	Cluster_19083	N	2101	701	899	1348	1361
ptg000036l:4468074-4468502	Cluster_19084	N	46	29	110	42	28
ptg000036l:4468807-4469699	Cluster_19085	N	19	451	364	1029	9
ptg000036l:4471941-4473300	Cluster_19086	N	494	330	120	48	348
ptg000036l:4481844-4482267	Cluster_19087	N	17	34	18	4	47
ptg000036l:4488558-4489295	Cluster_19088	N	274	64	141	23	79
ptg000036l:4489611-4490141	Cluster_19089	N	85	2356	166	46	73
ptg000036l:4490381-4490851	Cluster_19090	N	64	481	458	431	99
ptg000036l:4491848-4493005	Cluster_19091	N	461	900	765	222	274
ptg000036l:4493365-4494112	Cluster_19092	N	7628	1992	2757	1932	4177
ptg000036l:4502499-4502928	Cluster_19093	N	448	71	13	159	1686
ptg000036l:4507227-4508027	Cluster_19094	N	170	219	286	86	151
ptg000036l:4509680-4510109	Cluster_19095	N	195	9	11	52	10
ptg000036l:4517155-4517733	Cluster_19096	N	617	913	1048	153	272
ptg000036l:4522714-4523692	Cluster_19097	N	393	255	491	75	243
ptg000036l:4524821-4525222	Cluster_19098	N	15	22	68	20	23
ptg000036l:4529142-4529974	Cluster_19099	N	139	109	160	25	112
ptg000036l:4541507-4544452	Cluster_19100	N	4919	4343	13290	14029	14008
ptg000036l:4545263-4545692	Cluster_19101	N	64	49	96	27	12
ptg000036l:4549935-4550362	Cluster_19102	N	41	131	74	29	98
ptg000036l:4551154-4552984	Cluster_19103	N	3005	117	104	4364	44
ptg000036l:4554062-4554490	Cluster_19104	N	39	100	90	21	20
ptg000036l:4558656-4559096	Cluster_19105	N	12	98	143	0	3
ptg000036l:4559909-4560349	Cluster_19106	N	176	596	868	2	126
ptg000036l:4564770-4565309	Cluster_19107	N	586	555	1660	0	681
ptg000036l:4569950-4570375	Cluster_19108	N	64	36	39	18	46
ptg000036l:4579247-4579671	Cluster_19109	N	33	13	110	9	22
ptg000036l:4582096-4582522	Cluster_19110	N	9	16	88	0	4
ptg000036l:4596381-4597026	Cluster_19111	N	324	197	488	449	585
ptg000036l:4598160-4598589	Cluster_19112	N	65	78	75	29	54
ptg000036l:4599843-4600272	Cluster_19113	N	98	127	20	0	78
ptg000036l:4600502-4600919	Cluster_19114	N	27	122	20	9	21
ptg000036l:4601164-4601598	Cluster_19115	N	17	276	15	13	9
ptg000036l:4601663-4602098	Cluster_19116	N	67	246	67	39	18
ptg000036l:4602513-4603618	Cluster_19117	N	102	552	131	59	54
ptg000036l:4603835-4605624	Cluster_19118	N	137	2861	228	4828	21
ptg000036l:4609105-4610329	Cluster_19119	N	103	40	3464	149	474
ptg000036l:4615004-4615771	Cluster_19120	N	138	347	236	152	170
ptg000036l:4636334-4636904	Cluster_19121	N	1170	854	536	1240	659
ptg000036l:4656097-4656530	Cluster_19122	N	110	235	67	55	539
ptg000036l:4660372-4660998	Cluster_19123	N	200	128	299	47	85
ptg000036l:4661336-4661765	Cluster_19124	N	117	26	131	11	40
ptg000036l:4663516-4664124	Cluster_19125	N	89	68	176	29	51
ptg000036l:4664929-4665350	Cluster_19126	N	100	44	105	27	42
ptg000036l:4667874-4668302	Cluster_19127	N	142	66	39	7	17
ptg000036l:4674503-4676689	Cluster_19128	N	193	5131	9278	857	7581
ptg000036l:4677237-4677664	Cluster_19129	N	6	1	75	2	28
ptg000036l:4684650-4688481	Cluster_19130	N	6798	75	9824	7896	8994
ptg000036l:4688502-4688927	Cluster_19131	N	87	3	31	131	21
ptg000036l:4691201-4691629	Cluster_19132	N	150	73	11	102	365
ptg000036l:4693152-4694034	Cluster_19133	N	142	58	3904	16	62
ptg000036l:4695386-4696019	Cluster_19134	N	166	108	201	32	141
ptg000036l:4697732-4698894	Cluster_19135	N	261	247	509	72	420
ptg000036l:4699197-4700056	Cluster_19136	N	13	1942	1030	443	1290
ptg000036l:4701268-4701670	Cluster_19137	N	52	38	66	31	28
ptg000036l:4703552-4704108	Cluster_19138	N	147	199	146	41	47
ptg000036l:4704348-4704760	Cluster_19139	N	23	80	63	0	0
ptg000036l:4705479-4706220	Cluster_19140	N	82	322	220	80	95
ptg000036l:4706739-4707221	Cluster_19141	N	177	115	118	15	66
ptg000036l:4708538-4709741	Cluster_19142	N	22	2770	685	32	1292
ptg000036l:4710504-4710949	Cluster_19143	N	265	699	98	25	7
ptg000036l:4714105-4714684	Cluster_19144	N	289	637	400	149	335
ptg000036l:4715297-4719345	Cluster_19145	N	3121	6483	40634	14955	7555
ptg000036l:4720422-4720868	Cluster_19146	N	395	49	260	9	10
ptg000036l:4720999-4721423	Cluster_19147	N	54	84	57	2	13
ptg000036l:4721760-4722414	Cluster_19148	N	138	67	214	51	68
ptg000036l:4725952-4726381	Cluster_19149	N	27	20	119	32	43
ptg000036l:4728455-4728894	Cluster_19150	N	70	64	171	31	128
ptg000036l:4729150-4729560	Cluster_19151	N	59	40	59	16	37
ptg000036l:4735468-4735868	Cluster_19152	N	30	33	80	24	42
ptg000036l:4736698-4737111	Cluster_19153	N	62	50	108	28	47
ptg000036l:4739246-4739653	Cluster_19154	N	51	57	98	10	50
ptg000036l:4740965-4741850	Cluster_19155	N	309	289	604	80	193
ptg000036l:4743761-4744610	Cluster_19156	N	163	6254	305	559	82
ptg000036l:4745874-4746455	Cluster_19157	N	154	194	155	59	111
ptg000036l:4749967-4751856	Cluster_19158	N	1152	1180	1379	264	1035
ptg000036l:4752745-4753277	Cluster_19159	N	56	119	133	44	39
ptg000036l:4753325-4753750	Cluster_19160	N	225	28	59	6	15
ptg000036l:4754014-4754482	Cluster_19161	N	95	88	166	41	48
ptg000036l:4756793-4757961	Cluster_19162	N	217	203	501	80	147
ptg000036l:4759890-4760317	Cluster_19163	N	8	0	0	0	187
ptg000036l:4798972-4799399	Cluster_19164	N	0	1	110	1	1
ptg000036l:4856223-4856648	Cluster_19165	N	0	93	2	3	11
ptg000036l:4856704-4857154	Cluster_19166	N	4	132	7	273	78
ptg000036l:4857597-4858222	Cluster_19167	N	75	249	56	138	337
ptg000036l:4858556-4858965	Cluster_19168	N	78	32	68	9	14
ptg000036l:4874504-4874932	Cluster_19169	N	132	142	1	196	69
ptg000036l:4884606-4885124	Cluster_19170	N	49	23	198	100	404
ptg000036l:4901998-4903031	Cluster_19171	N	318	50	296	1833	800
ptg000036l:4904116-4904579	Cluster_19172	N	39	15	773	79	5
ptg000036l:4937669-4939353	Cluster_19173	N	85	117	100	946	581
ptg000036l:5040112-5040542	Cluster_19174	N	291	0	0	33	0
ptg000036l:5054334-5056271	Cluster_19175	N	7	1410	1204	172	3
ptg000036l:5056804-5057910	Cluster_19176	N	39	718	775	382	59
ptg000036l:5101716-5102144	Cluster_19177	N	74	4	99	0	3
ptg000036l:5102454-5102902	Cluster_19178	N	432	1	43	0	0
ptg000036l:5116687-5117112	Cluster_19179	N	11	60	32	34	33
ptg000036l:5120015-5120442	Cluster_19180	N	9	119	4	3	196
ptg000036l:5122618-5123521	Cluster_19181	N	2	3048	19	2	1
ptg000036l:5138163-5138708	Cluster_19182	N	56	51	216	61	535
ptg000036l:5146417-5146964	Cluster_19183	N	80	90	1	98	38
ptg000036l:5147909-5148334	Cluster_19184	N	3	1	158	0	0
ptg000036l:5305259-5305805	Cluster_19185	N	193	175	371	5	3
ptg000036l:5307027-5307614	Cluster_19186	N	237	707	156	196	81
ptg000036l:5418581-5419009	Cluster_19187	N	0	3	2	163	260
ptg000036l:5610233-5610676	Cluster_19188	N	88	3	118	27	9
ptg000036l:5650328-5650760	Cluster_19189	N	224	138	172	166	40
ptg000037l:160593-161009	Cluster_19190	N	22	17	12	18	21
ptg000038l:44831-45234	Cluster_19191	N	25	20	7	14	19
ptg000038l:196423-196828	Cluster_19192	N	21	14	12	19	22
ptg000039l:35764-35856	Cluster_19193	Y	114	76	152	96	141
ptg000039l:279011-279431	Cluster_19194	N	74	79	45	27	51
ptg000039l:289507-289935	Cluster_19195	N	19	181	6	13	7
ptg000039l:312171-313123	Cluster_19196	N	13	426	316	177	392
ptg000039l:333343-333760	Cluster_19197	N	36	7	9	11	18
ptg000039l:414408-414835	Cluster_19198	N	0	17	2	0	343
ptg000039l:494589-495012	Cluster_19199	N	95	29	32	25	20
ptg000039l:699120-699545	Cluster_19200	N	14	39	42	37	51
ptg000039l:1047477-1047970	Cluster_19201	N	56	20	84	123	28
ptg000039l:1052973-1053636	Cluster_19202	N	30	67	89	263	169
ptg000039l:1053967-1054732	Cluster_19203	N	13	109	110	90	126
ptg000039l:1055001-1055550	Cluster_19204	N	10	154	87	125	182
ptg000039l:1056415-1056843	Cluster_19205	N	2	31	65	29	46
ptg000039l:1058101-1058523	Cluster_19206	N	1	12	46	50	112
ptg000039l:1067003-1067537	Cluster_19207	N	157	27	83	97	17
ptg000039l:1072566-1073229	Cluster_19208	N	40	121	90	284	173
ptg000039l:1073563-1074323	Cluster_19209	N	15	80	91	110	98
ptg000039l:1074592-1075141	Cluster_19210	N	8	168	82	102	169
ptg000039l:1076006-1076434	Cluster_19211	N	1	18	64	23	45
ptg000039l:1086324-1086857	Cluster_19212	N	65	17	66	108	57
ptg000039l:1091815-1092478	Cluster_19213	N	35	115	91	261	183
ptg000039l:1092799-1093564	Cluster_19214	N	14	143	71	149	116
ptg000039l:1093833-1094382	Cluster_19215	N	9	91	103	73	381
ptg000039l:1095238-1095666	Cluster_19216	N	0	33	44	31	61
ptg000039l:1105826-1106319	Cluster_19217	N	166	21	196	359	92
ptg000039l:1111327-1111990	Cluster_19218	N	24	109	98	208	165
ptg000039l:1112309-1113074	Cluster_19219	N	14	177	134	145	156
ptg000039l:1113343-1113890	Cluster_19220	N	11	57	152	85	378
ptg000039l:1114748-1115175	Cluster_19221	N	0	28	41	25	34
ptg000039l:1116424-1117023	Cluster_19222	N	3	25	953	415	121
ptg000039l:1125339-1125832	Cluster_19223	N	73	19	186	360	94
ptg000039l:1130840-1131503	Cluster_19224	N	20	107	95	249	156
ptg000039l:1131822-1132587	Cluster_19225	N	14	177	125	148	143
ptg000039l:1132856-1133404	Cluster_19226	N	12	63	157	76	388
ptg000039l:1134261-1134688	Cluster_19227	N	0	29	46	21	33
ptg000039l:1135947-1136356	Cluster_19228	N	5	20	31	19	110
ptg000045l:20404-20832	Cluster_19229	N	104	91	6	12	56
ptg000045l:21444-21873	Cluster_19230	N	16	136	3	26	58
ptg000045l:22269-22698	Cluster_19231	N	37	19	26	11	106
ptg000045l:22914-23342	Cluster_19232	N	44	15	4	29	22
ptg000045l:24190-24619	Cluster_19233	N	6	312	8	14	7
ptg000045l:25303-25732	Cluster_19234	N	70	85	27	6	11
ptg000045l:26985-27413	Cluster_19235	N	5	40	13	70	5
ptg000045l:52180-52608	Cluster_19236	N	106	77	4	18	74
ptg000045l:53220-53649	Cluster_19237	N	24	167	6	25	51
ptg000045l:54045-54474	Cluster_19238	N	27	21	26	7	104
ptg000045l:54690-55118	Cluster_19239	N	44	18	5	30	14
ptg000045l:55966-56395	Cluster_19240	N	5	314	9	12	9
ptg000045l:57079-57508	Cluster_19241	N	69	89	26	7	10
ptg000046l:47-476	Cluster_19242	N	4	317	14	3	8
ptg000046l:1025-1470	Cluster_19243	N	3	147	7	3	42
ptg000046l:24682-25110	Cluster_19244	N	106	86	5	24	82
ptg000046l:25724-26153	Cluster_19245	N	11	158	6	50	43
ptg000046l:26549-26978	Cluster_19246	N	32	22	34	10	108
ptg000046l:27194-27621	Cluster_19247	N	39	19	4	29	13
ptg000046l:29582-30011	Cluster_19248	N	70	153	11	3	20
ptg000046l:30151-30580	Cluster_19249	N	2	13	158	8	27
ptg000046l:30720-31149	Cluster_19250	N	1	32	174	10	5
ptg000046l:31698-32119	Cluster_19251	N	0	54	4	6	55
ptg000047l:22006-22512	Cluster_19252	N	28	108	2	6	58
ptg000047l:32216-32722	Cluster_19253	N	16	116	3	6	54
ptg000047l:34342-34769	Cluster_19254	N	2	178	4	6	2
ptg000047l:39727-40156	Cluster_19255	N	6	131	11	6	15
ptg000047l:41863-42362	Cluster_19256	N	27	126	2	3	48
ptg000047l:51024-51453	Cluster_19257	N	5	128	9	8	12
ptg000047l:53153-53649	Cluster_19258	N	22	115	4	3	54
ptg000047l:61039-61467	Cluster_19259	N	4	197	2	25	50
ptg000047l:93984-94412	Cluster_19260	N	8	195	1	23	48
ptg000047l:125791-126219	Cluster_19261	N	12	199	4	21	42
ptg000047l:157598-158026	Cluster_19262	N	11	203	4	8	41
ptg000047l:196484-196913	Cluster_19263	N	16	145	2	5	26
ptg000047l:204480-204908	Cluster_19264	N	9	198	4	6	40
ptg000047l:235028-235457	Cluster_19265	N	15	160	4	9	19
ptg000047l:242198-242610	Cluster_19266	N	34	11	5	11	57
ptg000047l:243024-243452	Cluster_19267	N	12	197	3	8	43
ptg000047l:268484-268993	Cluster_19268	N	0	341	0	0	0
ptg000047l:269015-269441	Cluster_19269	N	0	129	0	0	0
ptg000047l:277939-278573	Cluster_19270	N	23751	35011	1	38011	2770
ptg000047l:279252-279834	Cluster_19271	N	86	2225	310	401	507
ptg000047l:286277-286998	Cluster_19272	N	238	164	25	601	793
ptg000047l:378977-379400	Cluster_19273	N	20	36	33	20	26
ptg000047l:427441-427868	Cluster_19274	N	35	28	14	7	6
ptg000047l:493653-494119	Cluster_19275	N	2	190	0	168	7
ptg000047l:495000-495907	Cluster_19276	N	132	396	73	381	372
ptg000047l:506562-506979	Cluster_19277	N	7	27	54	21	12
ptg000047l:558104-558529	Cluster_19278	N	3	32	47	2	97
ptg000047l:1034373-1035311	Cluster_19279	N	47	1858	204	8	278
ptg000047l:1104784-1105267	Cluster_19280	N	324	723	35	480	29
ptg000047l:1111615-1112016	Cluster_19281	N	56	30	16	15	20
ptg000047l:1218770-1219197	Cluster_19282	N	11	13	4	6	168
ptg000047l:1260321-1260727	Cluster_19283	N	8	107	0	0	0
ptg000047l:1385505-1385934	Cluster_19284	N	95	1	1	1	0
ptg000047l:1514568-1515385	Cluster_19285	N	9	117	3	7	92
ptg000047l:1592164-1592657	Cluster_19286	N	8	63	109	1	112
ptg000047l:1750710-1751132	Cluster_19287	N	4	1	63	26	16
ptg000047l:1764006-1764731	Cluster_19288	N	699	535	185	181	318
ptg000047l:1843402-1843929	Cluster_19289	N	568	231	293	0	173
ptg000047l:1879189-1879614	Cluster_19290	N	1	1	6	78	0
ptg000047l:1881972-1882400	Cluster_19291	N	0	2	0	0	228
ptg000047l:1891263-1891779	Cluster_19292	N	320	0	2	295	265
ptg000047l:1891781-1892255	Cluster_19293	N	0	0	0	626	0
ptg000047l:1911897-1912352	Cluster_19294	N	14	0	12	5	769
ptg000047l:1977250-1977659	Cluster_19295	N	19	54	65	3	0
ptg000047l:1978118-1978720	Cluster_19296	N	67	495	106	1	0
ptg000047l:1978764-1979274	Cluster_19297	N	51	1132	376	4	0
ptg000047l:1979640-1980717	Cluster_19298	N	191	1085	104	14	273
ptg000047l:1980734-1981363	Cluster_19299	N	13	12	9	1	552
ptg000047l:2019250-2019840	Cluster_19300	N	71	95	42	674	483
ptg000047l:2044567-2044994	Cluster_19301	N	69	0	11	5	14
ptg000047l:2052944-2053371	Cluster_19302	N	0	167	1	0	1
ptg000047l:2054599-2055584	Cluster_19303	N	438	40	907	658	446
ptg000047l:2120991-2121419	Cluster_19304	N	23	101	3	0	4
ptg000047l:2127211-2127641	Cluster_19305	N	217	2	10	11	1
ptg000047l:2141062-2141588	Cluster_19306	N	176	41	34	9	30
ptg000047l:2234742-2235335	Cluster_19307	N	1	263	813	29	2
ptg000047l:2241731-2242136	Cluster_19308	N	1	134	14	9	89
ptg000047l:2318404-2318825	Cluster_19309	N	30	78	33	40	31
ptg000047l:2328931-2329469	Cluster_19310	N	80	176	43	171	170
ptg000047l:2330581-2331014	Cluster_19311	N	35	3	61	19	68
ptg000047l:2352516-2352945	Cluster_19312	N	16	30	325	2	0
ptg000047l:2353025-2354620	Cluster_19313	N	687	1630	401	154	876
ptg000047l:2354774-2355200	Cluster_19314	N	56	3	14	23	26
ptg000047l:2355226-2355655	Cluster_19315	N	45	222	1	18	37
ptg000047l:2355817-2356364	Cluster_19316	N	185	11	497	122	227
ptg000047l:2382867-2383435	Cluster_19317	N	6693	172	58	13	10
ptg000047l:2387993-2388421	Cluster_19318	N	166	37	0	9	4
ptg000047l:2631218-2631647	Cluster_19319	N	1	216	0	0	21
ptg000047l:2659159-2659576	Cluster_19320	N	30	129	86	193	9
ptg000047l:2702219-2702650	Cluster_19321	N	5	85	2	124	151
ptg000047l:2716195-2716612	Cluster_19322	N	29	128	88	195	8
ptg000047l:2739912-2740337	Cluster_19323	N	83	78	5	5	2
ptg000047l:2758638-2759068	Cluster_19324	N	123	19	507	2	306
ptg000047l:3069502-3069962	Cluster_19325	N	107	110	66	1	283
ptg000047l:3340279-3340707	Cluster_19326	N	62	101	177	0	22
ptg000047l:3411983-3412411	Cluster_19327	N	32	0	2	100	0
ptg000047l:3459264-3459691	Cluster_19328	N	48	54	186	0	0
ptg000047l:3524004-3524434	Cluster_19329	N	55	158	25	1	2117
ptg000047l:3524596-3525019	Cluster_19330	N	21	164	1	8	36
ptg000047l:3525078-3526162	Cluster_19331	N	167	235	18	107	827
ptg000047l:3526191-3526862	Cluster_19332	N	7	158	4	54	226
ptg000047l:3663719-3664256	Cluster_19333	N	84	214	41	112	9
ptg000047l:3744295-3744723	Cluster_19334	N	0	0	2	188	1
ptg000047l:3813804-3814231	Cluster_19335	N	10	57	9	33	40
ptg000047l:3855833-3856280	Cluster_19336	N	719	2	54	212	22
ptg000047l:3857492-3858032	Cluster_19337	N	530	17	38	16	71
ptg000047l:3859042-3859451	Cluster_19338	N	4	29	122	6	116
ptg000047l:3859556-3859983	Cluster_19339	N	1	3	96	0	6
ptg000047l:3897791-3898208	Cluster_19340	N	62	117	27	55	1
ptg000047l:4207854-4208284	Cluster_19341	N	280	302	126	180	21
ptg000047l:4390713-4391140	Cluster_19342	N	51	51	3	12	8
ptg000047l:4540131-4540613	Cluster_19343	N	44	38	365	31	37
ptg000047l:4700271-4700698	Cluster_19344	N	2	72	0	1	16
ptg000047l:4770331-4770750	Cluster_19345	N	14	84	101	224	36
ptg000047l:4933701-4934128	Cluster_19346	N	37	51	44	55	134
ptg000047l:4964897-4966736	Cluster_19347	N	871	1516	1903	1761	873
ptg000047l:5019740-5020203	Cluster_19348	N	418	438	167	288	214
ptg000047l:5056153-5056596	Cluster_19349	N	19	23	4	2	228
ptg000047l:5117356-5117776	Cluster_19350	N	83	79	65	48	102
ptg000047l:5202336-5202760	Cluster_19351	N	125	1	11	0	1
ptg000047l:5272375-5272874	Cluster_19352	N	143	3	54	152	14
ptg000047l:5305602-5306029	Cluster_19353	N	0	85	0	66	29
ptg000047l:5311604-5312032	Cluster_19354	N	20	48	78	15	23
ptg000047l:5312295-5312725	Cluster_19355	N	0	40	23	580	33
ptg000047l:5313893-5314320	Cluster_19356	N	1	0	1	2	184
ptg000047l:5351446-5351865	Cluster_19357	N	0	44	0	40	18
ptg000047l:5363749-5364177	Cluster_19358	N	2	26	1015	173	671
ptg000047l:5620469-5620917	Cluster_19359	N	126	8	49	1	79
ptg000047l:5636461-5637046	Cluster_19360	N	786	597	6	1	4
ptg000047l:5637643-5638203	Cluster_19361	N	323	252	335	0	0
ptg000047l:5924753-5925522	Cluster_19362	N	225	75	1359	3	846
ptg000047l:5961602-5962107	Cluster_19363	N	2	405	55	136	192
ptg000047l:5981286-5981695	Cluster_19364	N	14	53	5	0	21
ptg000047l:6026570-6026997	Cluster_19365	N	57	0	37	543	106
ptg000047l:6153427-6153855	Cluster_19366	N	23	85	45	11	26
ptg000047l:6403999-6404418	Cluster_19367	N	18	0	0	174	1
